# t	magnetization	info_fisher	metodo_momentos
1	-0.4999408010363324	0.0000000000000000	0.0000000000000000
2	-0.4998267726931709	0.0000000000000000	0.0000000000000000
3	-0.4996895930139255	0.0000000000000000	0.0000000000000000
4	-0.4994889499926364	0.0000000000000000	0.0000000000000000
5	-0.4992862011875343	0.0000000000000000	0.0000000000000000
6	-0.4991439135142421	0.0000000000000000	0.0000000000000000
7	-0.4990326177779507	0.0000000000000000	0.0000000000000000
8	-0.4989817849428513	0.0000000000000000	0.0000000000000000
9	-0.4990337940605398	0.0000000000000000	0.0000000000000000
10	-0.4991381132762809	0.0000000000000000	0.0000000000000000
11	-0.4992816106814187	0.0000000000000000	0.0000000000000000
12	-0.4994812651221300	0.0000000000000000	0.0000000000000000
13	-0.4996726835758444	0.0000000000000000	0.0000000000000000
14	-0.4998137596797195	0.0000000000000000	0.0000000000000000
15	-0.4999240822710992	0.0000000000000000	0.0000000000000000
16	-0.4999753155697982	0.0000000000000000	0.0000000000000000
17	-0.4999317338296974	0.0000000000000000	0.0000000000000000
18	-0.4998242882345709	0.0000000000000000	0.0000000000000000
19	-0.4996832637051216	0.0000000000000000	0.0000000000000000
20	-0.4995066932604732	0.0000000000000000	0.0000000000000000
21	-0.4993198399339203	0.0000000000000000	0.0000000000000000
22	-0.4991714073727064	0.0000000000000000	0.0000000000000000
23	-0.4990747169624649	0.0000000000000000	0.0000000000000000
24	-0.4990328137295804	0.0000000000000000	0.0000000000000000
25	-0.4990693177858144	0.0000000000000000	0.0000000000000000
26	-0.4991696071302024	0.0000000000000000	0.0000000000000000
27	-0.4993052356913468	0.0000000000000000	0.0000000000000000
28	-0.4994847447751057	0.0000000000000000	0.0000000000000000
29	-0.4996670642340677	0.0000000000000000	0.0000000000000000
30	-0.4997953655819120	0.0000000000000000	0.0000000000000000
31	-0.4998933304873878	0.0000000000000000	0.0000000000000000
32	-0.4999469492524648	0.0000000000000000	0.0000000000000000
33	-0.4999022057839114	0.0000000000000000	0.0000000000000000
34	-0.4997943675139471	0.0000000000000000	0.0000000000000000
35	-0.4996628269285583	0.0000000000000000	0.0000000000000000
36	-0.4994946607392140	0.0000000000000000	0.0000000000000000
37	-0.4993114688190714	0.0000000000000000	0.0000000000000000
38	-0.4991623125924548	0.0000000000000000	0.0000000000000000
39	-0.4990714013945894	0.0000000000000000	0.0000000000000000
40	-0.4990336875628212	0.0000000000000000	0.0000000000000000
41	-0.4990554430822175	0.0000000000000000	0.0000000000000000
42	-0.4991561408625628	0.0000000000000000	0.0000000000000000
43	-0.4993057790967476	0.0000000000000000	0.0000000000000000
44	-0.4994730938236097	0.0000000000000000	0.0000000000000000
45	-0.4996562008507121	0.0000000000000000	0.0000000000000000
46	-0.4998114949582970	0.0000000000000000	0.0000000000000000
47	-0.4999135066820912	0.0000000000000000	0.0000000000000000
48	-0.4999678856631165	0.0000000000000000	0.0000000000000000
49	-0.4999428024253555	0.0000000000000000	0.0000000000000000
50	-0.4998451518572458	0.0000000000000000	0.0000000000000000
51	-0.4997092559273925	0.0000000000000000	0.0000000000000000
52	-0.4995315953405715	0.0000000000000000	0.0000000000000000
53	-0.4993439400955138	0.0000000000000000	0.0000000000000000
54	-0.4991875272323817	0.0000000000000000	0.0000000000000000
55	-0.4990677260341403	0.0000000000000000	0.0000000000000000
56	-0.4990107796033524	0.0000000000000000	0.0000000000000000
57	-0.4990301338873482	0.0000000000000000	0.0000000000000000
58	-0.4991124763270141	0.0000000000000000	0.0000000000000000
59	-0.4992532428289718	0.0000000000000000	0.0000000000000000
60	-0.4994272721323513	0.0000000000000000	0.0000000000000000
61	-0.4996098604846807	0.0000000000000000	0.0000000000000000
62	-0.4997825424164462	0.0000000000000000	0.0000000000000000
63	-0.4998987432084777	0.0000000000000000	0.0000000000000000
64	-0.4999500733809514	0.0000000000000000	0.0000000000000000
65	-0.4999528095899509	0.0000000000000000	0.0000000000000000
66	-0.4998717253985299	0.0000000000000000	0.0000000000000000
67	-0.4997182675605768	0.0000000000000000	0.0000000000000000
68	-0.4995565399041367	0.0000000000000000	0.0000000000000000
69	-0.4993814187420954	0.0000000000000000	0.0000000000000000
70	-0.4992031714706469	0.0000000000000000	0.0000000000000000
71	-0.4990872194326776	0.0000000000000000	0.0000000000000000
72	-0.4990363044770492	0.0000000000000000	0.0000000000000000
73	-0.4990408933703594	0.0000000000000000	0.0000000000000000
74	-0.4991248315784111	0.0000000000000000	0.0000000000000000
75	-0.4992674261849619	0.0000000000000000	0.0000000000000000
76	-0.4994333839220877	0.0000000000000000	0.0000000000000000
77	-0.4996129321832898	0.0000000000000000	0.0000000000000000
78	-0.4997827928481247	0.0000000000000000	0.0000000000000000
79	-0.4998967102809331	0.0000000000000000	0.0000000000000000
80	-0.4999377776456003	0.0000000000000000	0.0000000000000000
81	-0.4999306248104892	0.0000000000000000	0.0000000000000000
82	-0.4998545802711927	0.0000000000000000	0.0000000000000000
83	-0.4996951436456946	0.0000000000000000	0.0000000000000000
84	-0.4995233134211993	0.0000000000000000	0.0000000000000000
85	-0.4993563224906217	0.0000000000000000	0.0000000000000000
86	-0.4991836862235464	0.0000000000000000	0.0000000000000000
87	-0.4990693337916166	0.0000000000000000	0.0000000000000000
88	-0.4990225564597396	0.0000000000000000	0.0000000000000000
89	-0.4990326394167095	0.0000000000000000	0.0000000000000000
90	-0.4991279017122309	0.0000000000000000	0.0000000000000000
91	-0.4992690915927290	0.0000000000000000	0.0000000000000000
92	-0.4994305772516032	0.0000000000000000	0.0000000000000000
93	-0.4996193508394081	0.0000000000000000	0.0000000000000000
94	-0.4997845959188445	0.0000000000000000	0.0000000000000000
95	-0.4998942810237335	0.0000000000000000	0.0000000000000000
96	-0.4999419961256367	0.0000000000000000	0.0000000000000000
97	-0.4999270655915671	0.0000000000000000	0.0000000000000000
98	-0.4998580750396573	0.0000000000000000	0.0000000000000000
99	-0.4997098800504616	0.0000000000000000	0.0000000000000000
100	-0.4995241748958579	0.0000000000000000	0.0000000000000000
101	-0.4993704195184169	0.0000000000000000	0.0000000000000000
102	-0.4992088636486619	0.0000000000000000	0.0000000000000000
103	-0.4990691233767923	0.0000000000000000	0.0000000000000000
104	-0.4990335459052435	0.0000000000000000	0.0000000000000000
105	-0.4990470507186804	0.0000000000000000	0.0000000000000000
106	-0.4991042770551917	0.0000000000000000	0.0000000000000000
107	-0.4992575616458312	0.0000000000000000	0.0000000000000000
108	-0.4994249955486340	0.0000000000000000	0.0000000000000000
109	-0.4995781348528602	0.0000000000000000	0.0000000000000000
110	-0.4997624233245727	0.0000000000000000	0.0000000000000000
