# t	magnetization	info_fisher	metodo_momentos
1	-0.4885761787742811	0.0000000000000000	0.0000000000000000
2	-0.4901287333432282	0.0000000000000000	0.0000000000000000
3	-0.4978286475338863	0.0000000000000000	0.0000000000000000
4	-0.4842680090966776	0.0000000000000000	0.0000000000000000
5	-0.4892930695426668	0.0000000000000000	0.0000000000000000
6	-0.4931730152852218	0.0000000000000000	0.0000000000000000
7	-0.4801661260964264	0.0000000000000000	0.0000000000000000
8	-0.4891407872496209	0.0000000000000000	0.0000000000000000
9	-0.4897414809683206	0.0000000000000000	0.0000000000000000
10	-0.4796828613635965	0.0000000000000000	0.0000000000000000
11	-0.4920012039752125	0.0000000000000000	0.0000000000000000
12	-0.4894029466925131	0.0000000000000000	0.0000000000000000
13	-0.4832424068504598	0.0000000000000000	0.0000000000000000
14	-0.4967839659014640	0.0000000000000000	0.0000000000000000
15	-0.4904527432815715	0.0000000000000000	0.0000000000000000
16	-0.4878270862080860	0.0000000000000000	0.0000000000000000
17	-0.4998648892588767	0.0000000000000000	0.0000000000000000
18	-0.4896053059552893	0.0000000000000000	0.0000000000000000
19	-0.4899924965269044	0.0000000000000000	0.0000000000000000
20	-0.4986593699288092	0.0000000000000000	0.0000000000000000
21	-0.4856490771801413	0.0000000000000000	0.0000000000000000
22	-0.4892646623842118	0.0000000000000000	0.0000000000000000
23	-0.4942338450681709	0.0000000000000000	0.0000000000000000
24	-0.4809686264357796	0.0000000000000000	0.0000000000000000
25	-0.4884366521235735	0.0000000000000000	0.0000000000000000
26	-0.4902689897122145	0.0000000000000000	0.0000000000000000
27	-0.4793135025483141	0.0000000000000000	0.0000000000000000
28	-0.4904718858154152	0.0000000000000000	0.0000000000000000
29	-0.4894083577043855	0.0000000000000000	0.0000000000000000
30	-0.4820614144218288	0.0000000000000000	0.0000000000000000
31	-0.4952128021672438	0.0000000000000000	0.0000000000000000
32	-0.4907062966782195	0.0000000000000000	0.0000000000000000
33	-0.4868046291707808	0.0000000000000000	0.0000000000000000
34	-0.4993004772264741	0.0000000000000000	0.0000000000000000
35	-0.4907817866733060	0.0000000000000000	0.0000000000000000
36	-0.4897325778369860	0.0000000000000000	0.0000000000000000
37	-0.4994252986163555	0.0000000000000000	0.0000000000000000
38	-0.4875000738271680	0.0000000000000000	0.0000000000000000
39	-0.4893963116691337	0.0000000000000000	0.0000000000000000
40	-0.4956151998943424	0.0000000000000000	0.0000000000000000
41	-0.4824009729738369	0.0000000000000000	0.0000000000000000
42	-0.4880188642339242	0.0000000000000000	0.0000000000000000
43	-0.4912119335121808	0.0000000000000000	0.0000000000000000
44	-0.4793517179243655	0.0000000000000000	0.0000000000000000
45	-0.4890255218217598	0.0000000000000000	0.0000000000000000
46	-0.4895462036544299	0.0000000000000000	0.0000000000000000
47	-0.4807606447894823	0.0000000000000000	0.0000000000000000
48	-0.4933340714900019	0.0000000000000000	0.0000000000000000
49	-0.4906805541539088	0.0000000000000000	0.0000000000000000
50	-0.4851994652506498	0.0000000000000000	0.0000000000000000
51	-0.4982084283640716	0.0000000000000000	0.0000000000000000
52	-0.4915239928254937	0.0000000000000000	0.0000000000000000
53	-0.4888580584075966	0.0000000000000000	0.0000000000000000
54	-0.4998589117404231	0.0000000000000000	0.0000000000000000
55	-0.4891896619533312	0.0000000000000000	0.0000000000000000
56	-0.4893451711504292	0.0000000000000000	0.0000000000000000
57	-0.4971551742813299	0.0000000000000000	0.0000000000000000
58	-0.4841559595540572	0.0000000000000000	0.0000000000000000
59	-0.4879614290173383	0.0000000000000000	0.0000000000000000
60	-0.4926919066066455	0.0000000000000000	0.0000000000000000
61	-0.4799856817604084	0.0000000000000000	0.0000000000000000
62	-0.4881515137517115	0.0000000000000000	0.0000000000000000
63	-0.4901452184812575	0.0000000000000000	0.0000000000000000
64	-0.4798718605552282	0.0000000000000000	0.0000000000000000
65	-0.4917567174564540	0.0000000000000000	0.0000000000000000
66	-0.4906240874301023	0.0000000000000000	0.0000000000000000
67	-0.4835231851117218	0.0000000000000000	0.0000000000000000
